smiles
CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(C)(=O)=O
O=C(CN1CCC(CN2Cc3ccccc3C2=O)CC1)c1ccc(F)cc1
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21
CCCCCCCCN=c1ccn(CCCCCCCCCCn2ccc(=NCCCCCCCC)cc2)cc1
CC(C)C(=O)c1c(C(C)C)nn2ccccc12
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O
O=C(O)CC[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1
Cc1cc(F)ccc1-c1nc(NC(CO)CO)nc2c1ccc(=O)n2-c1c(F)cccc1F
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C
C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN
CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1
CC(=O)N[C@H]1[C@H]([C@@H](O)[C@@H](O)CO)O[C@@](O)(C(=O)O)C[C@@H]1O
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
Cc1n[nH]c(C)c1-c1cnn(C2(CC#N)CN(c3cc(F)c(C(=O)N[C@@H](C)C(F)(F)F)cc3F)C2)c1
O=C([O-])[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C
Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1
Cc1c(N[C@@H](c2nnc(-c3ccc(C#N)cc3)o2)[C@H](C)O)ccc(C#N)c1Cl
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
CN(C)C(=N)NC(=N)N
CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-]
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)NCc4ccc(S(N)(=O)=O)cc4)C3)[C@H](C)[C@H]12
COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1
COc1ccc(COc2ccc(Cn3c(N)nc4cc(-c5cnn(C)c5)cnc43)cc2OC)cc1
C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O
CC(C)NCC(O)COc1cccc2ccccc12
N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1
CN(C)/N=N/c1[nH]cnc1C(N)=O
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3
CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
CC(=O)NC(CCC(=O)O)C(=O)O.CN(C)CCO
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1
Cc1nc2c(c(C)c(C)n2Cc2cnn(C)c2)c(-c2ccc(Cl)cc2)c1[C@H](OC(C)(C)C)C(=O)O
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1
CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O
Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1
NCCC[C@H](N)C(=O)O.O=C(O)Cc1ccccc1
O=C(O)c1ccnc(N2CC(O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)c1
N[C@@H](Cc1ccccn1)c1ccccc1
Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1
CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1
COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
CCCCNc1ccc(C(=O)OCCN(C)C)cc1
CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl
Nc1nc2ccc(OC(F)(F)F)cc2s1
CCCN[C@@H]1CCc2nc(N)sc2C1
CN(C)C(=O)Oc1ccc[n+](C)c1
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1
CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC
C[C@H]1CNCCc2ccc(Cl)cc21
CCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(CCOC)nc2c(=O)[nH]1
C=C(C)[C@@H]1CC[C@]2(NCCN3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(C6=CC[C@@](CF)(C(=O)O)CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CC(C)(C)C(=O)OCOP(=O)(COC1(Cn2cnc3cnc(N)nc32)CC1)OCOC(=O)C(C)(C)C
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1
C[C@H](N)c1ccc([C@H](O)CNC(C)(C)C)cc1
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1
