smiles
O=[32P]([O-])([O-])O.[Na+].[Na+]
[Cl-].[Na+]
N
O.O.O.O.O.O.[Cl-].[Cl-].[Mg+2]
[15OH2]
O=C(O)C(O)C(O)C(=O)O
[Na+].[OH-]
O=C(O)C(F)(F)F
AuCl4Na
O=[N+]([O-])[O-]
[76BrH]
N.N.O=P(O)(O)O
Cl.N
O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Mg+2].[Mg+2].[Mg+2]
Cc1ccc(S(=O)(=O)O)cc1.O
O.O.O.O.O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-].[K+].[Na+]
[Cl-].[Li+]
C1CCC(NC2CCCCC2)CC1
C20H20O7P2
C4H9BBr2N2
[K+]
O.O.O.O.O.O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Mg+2].[Mg+2].[Mg+2]
[Ca+2].[Na+].[O-2].[OH-]
[42K+].[Cl-]
[Br-].[Br-].[Ca+2]
CC(=O)[O-].CC(=O)[O-].O.O.O.O.[Mg+2]
O=C([O-])C(=O)[O-].[Ca+2]
O=C(O)/C=C\C(=O)O
None
Cc1ccc(S(=O)(=O)[O-])cc1.[Na+]
C[11C](=O)[O-].[Na+]
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mg+2]
O=P([O-])([O-])O.[Ca+2]
O=S(=O)([O-])[O-].[Ca+2]
O=C(O)[C@@H](O)[C@H](O)C(=O)O
[123IH]
[Ca+2].[O-2]
CC(=O)[O-].[K+]
O=C([O-])[C@H](O)[C@@H](O)C(=O)O.[K+]
[47Ca+2].[Cl-].[Cl-]
[124I-].[Na+]
O=C([O-])/C=C\C(=O)[O-].[Na+].[Na+]
[125IH]
O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[OH-]
N.N.O=S(=O)(O)O
[Li+]
O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mg+2]
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ca+2]
O=C([O-])C(O)C(O)C(=O)[O-].[Na+].[Na+]
[Br-].[K+]
Br
O=C([O-])C(=O)[O-].[Na+].[Na+]
F[P-](F)(F)(F)(F)F.[Na+]
I
Cc1ccc2c(c1)-n1-c(=O)/c=c\c(=O)-n-2-c2cc(C)ccc2-1
CC(=O)[O-].CC(=O)[O-].[Mg+2]
O=S(=O)(O)O
C20H20O7P2
[125I-].[Na+]
O=[N+]([O-])[O-].[NH4+]
[Br-].[Na+]
O=S(=O)([O-])O.[Na+]
Cl
CH2NNa2O5P
O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-].[K+].[Na+]
[22Na+].[Cl-]
[OH]
[45Ca+2].[Cl-].[Cl-]
O.O.O=P([O-])([O-])O.[Na+].[Na+]
O=C([O-])C(F)(F)F.[Na+]
CS(=O)(=O)O
O=C([O-])C(O)C(O)C(=O)O.[K+]
O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[Ca+2]
O=P([O-])(O)O.[K+]
O=C(O)[C@@H](O)[C@@H](O)C(=O)O
Cc1ccc(S(=O)(=O)O)cc1
O=S(=O)([O-])[O-].[K+].[K+]
O=S(=O)([O-])[O-].[Na+].[Na+]
[MgH2]
O=P(O)(O)O
[Ca+2].[OH-].[OH-]
O=P([O-])([O-])O.[Na+].[Na+]
O=C([O-])/C=C\C(=O)[O-].[K+].[K+]
[123I-].[Na+]
O=P([O-])([O-])[O-].[Na+].[Na+].[Na+]
C21H20Cl2N6O6Pt
C7H8O2
O=C(O)[C@H](O)[C@@H](O)C(=O)O
O.O.O=C(O)C(=O)O
O=C(O)C(=O)O
CS(=O)(=O)[O-].[Na+]
O=[N+]([O-])[O-].[Na+]
[13NH3]
CC(=O)[O-].[Na+]
[I-].[K+]
C[11C](=O)O
O=P([O-])(O)O.O=P([O-])([O-])O.O=S(=O)([O-])[O-].[Cl-].[Cl-].[K+].[K+].[Mg+2].[Na+].[Na+].[Na+]
O=[N+]([O-])[O-].[K+]
[Ca+2].[Cl-].[Cl-]
[LiH]
O=[N+]([O-])O
O.O.O.O.O.O.O.O=S(=O)([O-])[O-].[Mg+2]
O.O.O.O.O.O.O.O.O.O.O=S(=O)([O-])[O-].[Na+].[Na+]
O=C(O)/C=C/C(=O)O
O
O=P([O-])(O)O.[Na+]
O=P([O-])([O-])O.[K+].[K+]
NEUTRAL
[131I-].[Na+]
CC(=O)O
[Cl-].[K+]
O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-].[Na+].[Na+]
[K+].[OH-]
[I-].[Na+]
CC(=O)[O-].CC(=O)[O-].[Ca+2]
O=S(=O)([O-])[O-].[Mg+2]
[Mg+2].[OH-].[OH-]
[K]
[Cl-].[Cl-].[Mg+2]
